conversation,message_uuid,sender,created_at,artifact_title,artifact_relpath,command,language,version_uuid,sha256,bytes
Create security protocols,019b4f6c-b072-7316-a285-99c6bc77973b,assistant,2025-12-24T08:19:26.743257Z,backend/app/services/test_service.py - Бизнес-логика тестов,backend/app/services/test_service.py - Бизнес-логика тестов,create,python,57ad3f65-8454-411f-9196-a37b74d7fa36,56c625a1f44bad951a0b8ca1a11f9d1a9d81a74c94c750bfa33171bdc201bccc,11354
Create security protocols,019b4f6c-b072-7316-a285-99c6bc77973b,assistant,2025-12-24T08:19:26.743257Z,backend/app/api/tests.py - API для тестов,backend/app/api/tests.py - API для тестов,create,python,f48f6e18-7f25-40c9-aafb-2d58d49a2d4d,71b2f808ce466708060b34bbefa150f7c909784fccc84f8ec612fc97e3d0fd39,10495
Create security protocols,019b4f6c-b072-7316-a285-99c6bc77973b,assistant,2025-12-24T08:19:26.743257Z,untitled,docs/Create_security_protocols/untitled.txt,update,,c181690c-355c-4b2d-9a6a-97356d51888d,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f6c-b072-7316-a285-99c6bc77973b,assistant,2025-12-24T08:19:26.743257Z,untitled,docs/Create_security_protocols/untitled.txt,update,,168849c7-0c9c-4316-bfae-287ce35d2c40,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f6c-b072-7316-a285-99c6bc77973b,assistant,2025-12-24T08:19:26.743257Z,untitled,docs/Create_security_protocols/untitled.txt,update,,5e071880-1fa5-4069-9df5-889d5be32020,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f6c-b072-7316-a285-99c6bc77973b,assistant,2025-12-24T08:19:26.743257Z,API_TESTS_GUIDE.md - Руководство по API тестов,docs/Create_security_protocols/API_TESTS_GUIDE.md_-_Руководство_по_API_тестов.txt,create,,71f171ea-06fc-4eb0-b418-e0f30111c074,802d77503534c4be530f3e8c34e45468826ae4370914a1a6d6625572ee47cf2c,13473
Create security protocols,019b4f6c-b072-7316-a285-99c6bc77973b,assistant,2025-12-24T08:19:26.743257Z,frontend/src/services/testService.js,frontend/src/services/testService.js,create,javascript,f20d0b32-3389-4cdc-b4d0-1949919e4925,bbbb8b034e8c4162b1323ac3835fa7a93ec7158247f329b11b26c6d372562df1,4183
Create security protocols,019b4f6c-b072-7316-a285-99c6bc77973b,assistant,2025-12-24T08:19:26.743257Z,frontend/src/components/test/TestList.jsx,frontend/src/components/test/TestList.jsx,create,javascript,65d831f3-1d74-4bd8-a39d-73e13dd2c256,6d50db706ef8eb18500dd7cc14d082c10826a0b71348976f5762911abf50685b,10921
Create security protocols,019b4f6c-b072-7316-a285-99c6bc77973b,assistant,2025-12-24T08:19:26.743257Z,TESTING_API.md - Руководство по тестированию API,docs/Create_security_protocols/TESTING_API.md_-_Руководство_по_тестированию_API.txt,create,,8a3e26b4-6eb2-4469-88c8-e2ecf4818824,a7e481d5b25ee7446c42ce44f9744b2a67113a012d21ca508894db0c9ebea6bc,10326
Create security protocols,019b4f6c-b072-7316-a285-99c6bc77973b,assistant,2025-12-24T08:19:26.743257Z,untitled,docs/Create_security_protocols/untitled.txt,update,,7640abe3-836a-483d-b527-e6baed2c5244,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,frontend/src/pages/TestCreatorPage.jsx,frontend/src/pages/TestCreatorPage.jsx,create,javascript,f138d199-0d9d-4496-8833-bffbf88739e1,8571f5bad2e72145a4fd3169f56043e34739df916259dd5ecd068e3a29486f50,8404
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,frontend/src/components/test/TestBasicInfo.jsx,frontend/src/components/test/TestBasicInfo.jsx,create,javascript,622a2b07-66c4-498b-89e2-49fcd0cf9094,5e5f6da18249a345ca0e8b0f093e47d968a9dd44c2df382f71f74c1fe6277c93,7762
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,frontend/src/components/test/QuestionList.jsx,frontend/src/components/test/QuestionList.jsx,create,javascript,be7dcb1a-e3d4-4b8c-9380-939ac1aabb39,1cd3661633242a763dc312d4b3eb1c1106af2bb451477fff5dd754cf2d12587a,7997
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,frontend/src/components/test/QuestionEditor.jsx,frontend/src/components/test/QuestionEditor.jsx,create,javascript,36532a4f-75e4-49ad-8959-ecd935e3a53f,3ac7353cde54c52dcdcb23821e45c8517aaec6aed40c20247ba6b760b48e2a83,12475
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,untitled,docs/Create_security_protocols/untitled.txt,update,,05177e63-8149-4a67-9660-9658afe90ed4,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,untitled,docs/Create_security_protocols/untitled.txt,update,,c70bdd5b-1b7a-428c-a077-69cf3acb9c64,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,untitled,docs/Create_security_protocols/untitled.txt,update,,41a0f002-1e05-4e54-8766-fe40e72cdfc9,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,untitled,docs/Create_security_protocols/untitled.txt,update,,93c983e5-f93c-4d2a-8273-945612c027cd,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,frontend/src/pages/TestPreviewPage.jsx,frontend/src/pages/TestPreviewPage.jsx,create,javascript,b1eb3435-32c6-4c52-959e-f3bc4b857f03,2c917243bd933e3dbb2b6f5370d74e6b02d29e05736e9edcd940acbcdab43ef4,10791
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,untitled,docs/Create_security_protocols/untitled.txt,update,,4dedbaad-4e65-4793-a4b6-0636c118e7ba,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,untitled,docs/Create_security_protocols/untitled.txt,update,,2ec5aff2-c881-4d6f-b505-c49a297d9e70,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,TEST_EDITOR_GUIDE.md - Руководство по редактору тестов,docs/Create_security_protocols/TEST_EDITOR_GUIDE.md_-_Руководство_по_редактору_тестов.txt,create,,fa4cb769-1a41-48d4-9392-bd0f504b3ea7,374ce1d99aa0b6cc0ab90d315b21a182a68d730496f05c62bf8e23d88291292b,14302
Create security protocols,019b4f71-ddd3-70c5-83aa-ccb218fac6b0,assistant,2025-12-24T08:25:26.108764Z,untitled,docs/Create_security_protocols/untitled.txt,update,,0ec7392d-431d-4685-8072-317028cc0813,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,backend/app/schemas/session.py - Схемы для сессий,backend/app/schemas/session.py - Схемы для сессий,create,python,4651ffd6-bc6f-43a4-9de0-58ee28a9099b,679636fc7f6d00faf93c732c1f8195a3f356c85ba530ad9fe355d03da93af701,3072
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,backend/app/services/session_service.py - Сервис для сессий,backend/app/services/session_service.py - Сервис для сессий,create,python,f8d4be3d-bc58-47eb-9c39-8c6e8a2d3bcc,8e0a0f18837f14a1607eedf8c861c46daefc045f6228f46c21e95aa4f9b5c663,15605
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,backend/app/api/sessions.py - API для прохождения тестов,backend/app/api/sessions.py - API для прохождения тестов,create,python,7b9ee7cc-1e9e-4b88-8fe8-3f5bf2839281,ecde74faa409b1a9e2e3dfeb02727fd15f3108aa028c31a87c667ec864c79beb,6097
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,untitled,docs/Create_security_protocols/untitled.txt,update,,e376fee1-9559-4476-a045-3bbbb02c1fcc,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,untitled,docs/Create_security_protocols/untitled.txt,update,,912fe2c5-6f25-4057-9766-6fdf9e355919,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,frontend/src/services/sessionService.js,frontend/src/services/sessionService.js,create,javascript,660cec65-224d-4d9b-a01b-f06df741ef8c,a6e67cc31588198856034f71c367fc0096be58ee2d6aaffca9deb39b6fb83b3a,2023
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,frontend/src/pages/TestTakingPage.jsx,frontend/src/pages/TestTakingPage.jsx,create,javascript,dbd3d278-a9a0-4d22-9dbb-b2b15c0b85de,f398333b6bd5587e691c0fd6388b2df74a1093f76ff653c82858df42b10b46fe,7447
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,frontend/src/components/test/QuestionView.jsx,frontend/src/components/test/QuestionView.jsx,create,javascript,fb4737d2-fa97-4c07-be65-6731cef00ffe,ea5b8ed8b8c5ecb98de3b8e9ffc3c9289cbd27f1d780728e48ee44e0d092508d,5178
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,frontend/src/components/test/TestTimer.jsx,frontend/src/components/test/TestTimer.jsx,create,javascript,6eb5a57c-7f30-49fe-887e-fce538fca0a2,a7248ac5834d165a062bc27dea8dad0fac78ac1a5a42f9f38d406c0feb70a0fe,1173
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,frontend/src/components/test/TestProgress.jsx,frontend/src/components/test/TestProgress.jsx,create,javascript,b1dbf00c-caf6-4776-937a-1b6060a3ea28,5cd49a676d659a194ea09974f24a74a0a40d1879ae6e330c6266ecb3569d8c36,1044
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,frontend/src/pages/TestResultsPage.jsx,frontend/src/pages/TestResultsPage.jsx,create,javascript,d491e30d-c409-4abd-ac32-a0b21488d398,cb1437c78b96d32fd9499dac0f1d929c1e94ba1012d38d3289e807dab073e271,10968
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,untitled,docs/Create_security_protocols/untitled.txt,update,,4a9ec8db-6eb5-4276-ae93-43277b5f2129,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,untitled,docs/Create_security_protocols/untitled.txt,update,,c464487f-c12f-4dab-b85f-f52cab759d46,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,untitled,docs/Create_security_protocols/untitled.txt,update,,440f0971-237e-45f7-b64f-e0e7532c5104,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,untitled,docs/Create_security_protocols/untitled.txt,update,,ce402d4a-4fe7-4b9a-bcb7-04342b1e7157,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,untitled,docs/Create_security_protocols/untitled.txt,update,,c2f2839a-0782-4f14-bf03-a8d9a5766b1c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,TEST_TAKING_GUIDE.md - Руководство по прохождению тестов,docs/Create_security_protocols/TEST_TAKING_GUIDE.md_-_Руководство_по_прохождению_тестов.md,create,markdown,27b7f6ea-d407-4830-b033-b8f3958ec8b0,8319085073f1a729e317acf509c74bcd4ccf2ddfdb96aa4cfcbb8f9075b2ccf5,10232
Create security protocols,019b4f77-5f8b-73a8-9320-11cd8f288a9b,assistant,2025-12-24T08:31:58.951168Z,untitled,docs/Create_security_protocols/untitled.txt,update,,cae4bb4f-6c17-4aa8-b996-1755ba326183,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
